,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,number_of_repeats
93643,859125005,859125,Hercules shirt,259,Shirt,Garment Upper body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",16
93644,859125006,859125,Hercules shirt,259,Shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,-1,Unknown,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",8
93645,859125007,859125,Hercules shirt,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Straight-cut shirt in an airy cotton weave with a collar and buttons down the front. Gently dropped shoulders and long sleeves with buttoned cuffs. Double-layered yoke with a seam and pleat at the back, and a rounded hem. Slightly longer at the back.",8
93647,859136002,859136,Manchester dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved, knee-length dress in stretch jersey crêpe with a wrapover V-neck, seam at the waist and bell-shaped skirt. Unlined.",12
93648,859136003,859136,Manchester dress,265,Dress,Garment Full body,1010017,Stripe,12,Light Beige,1,Dusty Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved, knee-length dress in stretch jersey crêpe with a wrapover V-neck, seam at the waist and bell-shaped skirt. Unlined.",1
93649,859136004,859136,Manchester dress,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved, knee-length dress in stretch jersey crêpe with a wrapover V-neck, seam at the waist and bell-shaped skirt. Unlined.",2
93650,859136005,859136,Manchester dress,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved, knee-length dress in stretch jersey crêpe with a wrapover V-neck, seam at the waist and bell-shaped skirt. Unlined.",3
93651,859136006,859136,Manchester dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short-sleeved, knee-length dress in stretch jersey crêpe with a wrapover V-neck, seam at the waist and bell-shaped skirt. Unlined.",1
93653,859139002,859139,Melrose linen,259,Shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in airy linen with a turn-down collar, buttons down the front and a yoke with a pleat at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back.",9
93654,859139003,859139,Melrose linen,259,Shirt,Garment Upper body,1010017,Stripe,71,Light Blue,3,Light,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Shirt in airy linen with a turn-down collar, buttons down the front and a yoke with a pleat at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back.",5
93655,859148001,859148,Luella,258,Blouse,Garment Upper body,1010001,All over pattern,93,Dark Green,5,Bright,19,Green,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck blouse in a crêpe weave with narrow ties, covered buttons down the front and short, double-layered puff sleeves with concealed elastication. Tapered waist and a gently flared hem. Slightly longer at the back.",1
93657,859148003,859148,Luella,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"V-neck blouse in a crêpe weave with narrow ties, covered buttons down the front and short, double-layered puff sleeves with concealed elastication. Tapered waist and a gently flared hem. Slightly longer at the back.",8
93660,859153001,859153,Amelia,258,Blouse,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in airy, patterned chiffon with a collar, buttons down the front and wide, 3/4-length puff sleeves with narrow elastication at the cuffs. Gathers at the back of the neck to create soft draping, and a rounded hem.",7
93664,859174001,859174,Bosse 5-P,302,Socks,Socks & Tights,1010001,All over pattern,7,Grey,2,Medium Dusty,12,Grey,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops.",2
93669,859174006,859174,Bosse 5-P,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops.",1
93692,859186001,859186,JOYCE SKIRT S.1,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Calf-length skirt in an airy viscose weave with a high waist and buttons down the front. Unlined.,3
93696,859191001,859191,KATE HEEL,230,Heels,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Platform sandals in imitation suede with open toes and an adjustable heel strap with a metal buckle at one side. Imitation leather linings and insoles. Platform 4 cm. Heel 11 cm.,1
93697,859205001,859205,Deer tee,255,T-shirt,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Cropped top in jersey crêpe with a deep V-neck, drawstring down the front for a draped effect and short, wide sleeves.",6
93699,859208005,859208,Capuccino ss,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,7,Medium,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cropped top in crinkled jersey that can be worn as an off-the-shoulder top with a square neckline and short puff sleeves. Narrow elastication and a small frill trim at the top and around the sleeves and hem.,4
93700,859208006,859208,Capuccino ss,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cropped top in crinkled jersey that can be worn as an off-the-shoulder top with a square neckline and short puff sleeves. Narrow elastication and a small frill trim at the top and around the sleeves and hem.,11
93701,859208007,859208,Capuccino ss,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Cropped top in crinkled jersey that can be worn as an off-the-shoulder top with a square neckline and short puff sleeves. Narrow elastication and a small frill trim at the top and around the sleeves and hem.,5
93705,859236004,859236,Tropicana Tie Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, ties at the sides and medium coverage at the back.",3
93706,859236006,859236,Tropicana Tie Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, ties at the sides and medium coverage at the back.",1
93707,859236009,859236,Tropicana Tie Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,50,Other Pink,5,Bright,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low waist, ties at the sides and medium coverage at the back.",2
93714,859249001,859249,Stirrup 1p leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Footless tights with stirrups.,1
93721,859318001,859318,Faith elastic waist,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Waist belt in imitation leather with wrapover straps at the front and elastic with a metal fastener at the back. Width approx. 6 cm.,2
93732,859363001,859363,DD Krabi RTW Dress,265,Dress,Garment Full body,1010001,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"DESMOND & DEMPSEY x H&M. Short, V-neck dress in an airy linen and viscose weave with gathered shoulder seams, short sleeves with sewn-in turn-ups, and a detachable tie belt at the waist. Unlined.",1
93736,859396001,859396,ED Putney seamless,253,Vest top,Garment Upper body,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,Fitted vest top in microfibre designed with the minimum number of seams for a more comfortable fit and increased mobility.,3
93737,859399001,859399,Sam Dress,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a softly draping weave with a slight sheen. Opening and button at the back of the neck and short sleeves with wide, buttoned cuffs. Concealed zip in one side, a seam and detachable tie belt at the waist and a softly draping, flared skirt. Unlined.",5
93738,859399006,859399,Sam Dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a softly draping weave with a slight sheen. Opening and button at the back of the neck and short sleeves with wide, buttoned cuffs. Concealed zip in one side, a seam and detachable tie belt at the waist and a softly draping, flared skirt. Unlined.",9
93739,859400004,859400,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, lightly crêped satin with a boat neck and a concealed zip in one side. Seam at the waist with a detachable tie belt and a flared, pleated skirt. Unlined. The polyester content of the dress is partly recycled.",2
93740,859400005,859400,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, lightly crêped satin with a boat neck and a concealed zip in one side. Seam at the waist with a detachable tie belt and a flared, pleated skirt. Unlined. The polyester content of the dress is partly recycled.",3
93741,859400006,859400,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, lightly crêped satin with a boat neck and a concealed zip in one side. Seam at the waist with a detachable tie belt and a flared, pleated skirt. Unlined. The polyester content of the dress is partly recycled.",4
93742,859400007,859400,Kendall Dress,265,Dress,Garment Full body,1010016,Solid,14,Dark Beige,4,Dark,11,Beige,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length dress in softly draping, lightly crêped satin with a boat neck and a concealed zip in one side. Seam at the waist with a detachable tie belt and a flared, pleated skirt. Unlined. The polyester content of the dress is partly recycled.",7
93743,859401001,859401,Lenny lace dress,265,Dress,Garment Full body,1010021,Lace,12,Light Beige,1,Dusty Light,11,Beige,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Fitted, knee-length lace dress with a round neckline at the front and a deep V-neck and concealed zip at the back. Cap sleeves, a seam at the waist and a gently flared skirt with a scalloped hem. Lined.",1
93746,859419001,859419,Velma Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in an airy weave made from a Tencel™ lyocell blend containing some linen. Stand-up collar with a V-shaped opening and wide ties at the front. Wide, 3/4-length raglan sleeves, narrow cuffs with adjustable buttoning, and a gathered seam at the hem for added width.",1
93747,859423001,859423,Jacket oversize 80's,262,Jacket,Garment Upper body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Oversized jacket in washed cotton denim with a collar, buttons down the front and a yoke at the back. Dropped shoulders, long sleeves with buttoned cuffs, flap front pockets with a button and side pockets. Covered elastication at the back of the hem.",1
93748,859424001,859424,Sandra Dress,265,Dress,Garment Full body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in satin with a V-neck opening and narrow ties at the front, cap sleeves, an elasticated seam at the waist and softly draping skirt. Unlined.",7
93749,859424003,859424,Sandra Dress,265,Dress,Garment Full body,1010006,Dot,9,Black,4,Dark,5,Black,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in satin with a V-neck opening and narrow ties at the front, cap sleeves, an elasticated seam at the waist and softly draping skirt. Unlined.",1
93750,859424004,859424,Sandra Dress,265,Dress,Garment Full body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in satin with a V-neck opening and narrow ties at the front, cap sleeves, an elasticated seam at the waist and softly draping skirt. Unlined.",8
93751,859458002,859458,Maserati lace top,253,Vest top,Garment Upper body,1010021,Lace,72,Blue,1,Dusty Light,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,Sleeveless top in jersey with a lace-covered V-neck front and back.,1
93769,859619002,859619,Venice C&S padded wire,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace bra with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back.",1
93774,859622006,859622,Barcelona tunic dress,265,Dress,Garment Full body,1010016,Solid,23,Dark Yellow,4,Dark,8,Yellow,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Short dress in an airy viscose weave with a collar, buttons down the front, gently dropped shoulders and long sleeves with a tab and button. Gathered seam at the waist and a wide, softly draping skirt. Unlined.",1
93775,859623001,859623,Andrea dress,265,Dress,Garment Full body,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Calf-length, V-neck dress in textured, patterned jersey with a seam under the bust and short sleeves. Unlined.",1
93782,859668001,859668,Sammy Top,258,Blouse,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Straight-cut blouse in satin crêpe with an opening and button at the back of the neck and short sleeves with buttoned cuffs. Vertical seam down the front and back, and a gently rounded hem.",5
